,minimum,maximum
DM_4CRSOL,0.0001115,0.00016097157615711823
DM_5DRIB,0.00011550000000000002,0.5143270050788583
DM_AACALD,0.0,0.0
DM_AMOB,1e-06,1e-06
DM_MTHTHF,0.0006700000000000001,2.4696965975613048
DM_OXAM,0.0,3.117416976937916
DM_12ppd-R_e,0.0,3.615360375019543
DM_12ppd-S_e,0.0,3.6153603750145624
DM_14glucan_e,0.0,0.0
DM_15dap_e,0.0,1.8746313055651316
DM_23camp_e,0.0,0.0
DM_23ccmp_e,0.0,0.0
DM_23cgmp_e,0.0,0.0
DM_23cump_e,0.0,0.0
DM_23dappa_e,0.0,0.0
DM_26dap-M_e,0.0,0.0
DM_2ddglcn_e,0.0,0.0
DM_34dhpac_e,0.0,0.0
DM_3amp_e,0.0,0.0
DM_3cmp_e,0.0,0.0
DM_3gmp_e,0.0,0.0
DM_3hcinnm_e,0.0,0.0
DM_3hpp_e,0.0,2.8515518450819157
DM_3hpppn_e,0.0,0.0
DM_3ump_e,0.0,0.0
DM_4abut_e,0.0,3.2136536666762243
DM_4hoxpacd_e,0.0,0.0
DM_5dglcn_e,0.0,2.9342055217544196
DM_5mtr_e,0.0033720000000130312,0.66717587213261
DM_LalaDglu_e,0.0,0.0
DM_LalaDgluMdap_e,0.0,0.7416123846175983
DM_LalaDgluMdapDala_e,0.0,0.640696775319496
DM_LalaLglu_e,0.0,0.0
DM_ac_e,0.0,8.435840875046642
DM_acac_e,0.0,0.0
DM_acald_e,0.0,5.784576600037319
DM_acgal_e,0.0,0.0
DM_acgal1p_e,0.0,0.0
DM_acgam_e,0.0,0.0
DM_acgam1p_e,0.0,0.0
DM_acmana_e,0.0,0.0
DM_acmum_e,0.0,0.0
DM_acnam_e,0.0,0.0
DM_acolipa_e,0.0,0.0
DM_acser_e,0.0,2.9775442500116194
DM_ade_e,0.0,2.1334486421169183
DM_adn_e,0.0,1.2283492509201874
DM_adocbl_e,0.0,0.0
DM_ag_e,0.0,0.0
DM_agm_e,0.0,2.0045562475321783
DM_akg_e,0.0,3.551933000019633
DM_ala-B_e,0.0,0.0
DM_ala-D_e,0.0,2.940155876767826
DM_ala-L_e,0.0,4.820480500026649
DM_alaala_e,0.0,1.0609066413644241
DM_all-D_e,0.0,0.0
DM_alltn_e,0.0,2.6315857667085636
DM_amp_e,0.0,0.0
DM_anhgm_e,0.0,0.6541530046115371
DM_arab-L_e,0.0,0.0
DM_arbt_e,0.0,0.0
DM_arbtn_e,0.0,0.0
DM_arbtn-fe3_e,0.0,0.0
DM_arg-L_e,0.0,1.9849037352996124
DM_ascb-L_e,0.0,0.0
DM_asn-L_e,0.0,3.969781235325967
DM_aso3_e,0.0,0.0
DM_asp-L_e,0.0,4.708376302347917
DM_btn_e,0.0,0.0
DM_but_e,0.0,0.0
DM_butso3_e,0.0,0.0
DM_ca2_e,-0.003570928783867302,-0.002476
DM_cbi_e,0.0,0.0
DM_cbl1_e,-0.00016079644058405478,-0.0001115
DM_cd2_e,0.0,0.0
DM_cgly_e,0.0,1.6327433951710426
DM_chol_e,0.0,0.0
DM_chtbs_e,0.0,0.0
DM_cit_e,0.0,3.0215255671908112
DM_cl_e,-0.0035778815456354984,-0.002476
DM_cm_e,0.0,0.0
DM_cmp_e,0.0,0.0
DM_co2_e,3.2048928749203793,28.512750000101693
DM_cobalt2_e,-1.401135216362443e-05,-1.2e-05
DM_colipa_e,0.0,0.0649477744628717
DM_colipap_e,0.0,0.0
DM_cpgn_e,0.0,0.0
DM_cpgn-un_e,0.0,0.0
DM_crn_e,0.0,0.0
DM_crn-D_e,0.0,0.0
DM_csn_e,0.0,0.0
DM_cu_e,0.0,0.0
DM_cu2_e,-0.00048722918847936107,-0.000337
DM_cyan_e,0.0,0.0
DM_cynt_e,0.0,0.0
DM_cys-D_e,0.0,0.0
DM_cys-L_e,0.0,2.3269219885255876
DM_cytd_e,0.0,1.5134372761265003
DM_dad-2_e,0.0,0.0
DM_damp_e,0.0,0.0
DM_dca_e,0.0,0.0
DM_dcmp_e,0.0,0.0
DM_dcyt_e,0.0,0.0
DM_ddca_e,0.0,0.0
DM_dgmp_e,0.0,0.0
DM_dgsn_e,0.0,0.0
DM_dha_e,0.0,4.82048050002666
DM_dimp_e,0.0,0.0
DM_din_e,0.0,0.0
DM_dms_e,0.0,0.0
DM_dmso_e,0.0,0.0
DM_dopa_e,0.0,0.0
DM_doxrbcn_e,0.0,0.0
DM_dtmp_e,0.0,0.0
DM_dump_e,0.0,0.0
DM_duri_e,0.0,0.0
DM_eca4colipa_e,0.0,0.0
DM_enlipa_e,0.0,0.0
DM_enter_e,0.0,0.4226726116921636
DM_etha_e,0.0,0.0
DM_ethso3_e,0.0,0.0
DM_etoh_e,0.0,4.820480500026099
DM_f6p_e,0.0,0.0
DM_fald_e,0.0,0.0
DM_fe2_e,-1000.0,23.81421414718818
DM_fe3_e,-23.821977647185598,999.9922365
DM_fe3dcit_e,0.0,0.0
DM_fe3dhbzs_e,0.0,0.0
DM_fe3hox_e,0.0,0.0
DM_fe3hox-un_e,0.0,0.0
DM_fecrm_e,0.0,0.0
DM_fecrm-un_e,0.0,0.0
DM_feenter_e,0.0,0.4226726116929568
DM_feoxam_e,0.0,0.0
DM_feoxam-un_e,0.0,0.0
DM_for_e,0.0,25.309460625134655
DM_fru_e,0.0,0.0
DM_frulys_e,0.0,0.0
DM_fruur_e,0.0,0.0
DM_fuc-L_e,0.0,0.0
DM_fum_e,0.0,0.0
DM_fusa_e,0.0,0.0
DM_g1p_e,0.0,0.0
DM_g3pc_e,0.0,0.0
DM_g3pe_e,0.0,0.0
DM_g3pg_e,0.0,0.0
DM_g3pi_e,0.0,0.0
DM_g3ps_e,0.0,0.0
DM_g6p_e,0.0,0.0
DM_gal_e,0.0,0.0
DM_gal-bD_e,0.0,0.0
DM_gal1p_e,0.0,0.0
DM_galct-D_e,0.0,0.0
DM_galctn-D_e,0.0,0.0
DM_galctn-L_e,0.0,0.0
DM_galt_e,0.0,0.0
DM_galur_e,0.0,0.0
DM_gam_e,0.0,0.0
DM_gam6p_e,0.0,0.0
DM_gbbtn_e,0.0,0.0
DM_gdp_e,0.0,0.0
DM_glc_e,-8.16,-5.629247737488399
DM_glcn_e,0.0,2.663949750007477
DM_glcr_e,0.0,0.0
DM_glcur_e,0.0,0.0
DM_glcur1p_e,0.0,0.0
DM_gln-L_e,0.0,0.0
DM_glu-L_e,0.0,3.163440328143916
DM_gly_e,0.0,8.802616565252745
DM_glyald_e,0.0,4.817044428598071
DM_glyb_e,0.0,0.0
DM_glyc_e,0.0,4.132102224512271
DM_glyc-R_e,0.0,4.7087161163008835
DM_glycogenn1_c,-0.11175258033312406,-0.07709349999981896
DM_bglycogenn1_c,0.0,0.0
DM_glyc2p_e,0.0,0.0
DM_glyc3p_e,0.0,0.0
DM_glyclt_e,0.0,8.098478600054639
DM_gmp_e,0.0,0.0
DM_gsn_e,0.0,0.0
DM_gthox_e,0.0,0.0
DM_gthrd_e,0.0,1.0769158563881618
DM_gtp_e,0.0,0.0
DM_gua_e,0.0,2.2028368587056812
DM_h_e,-1000.0,29.864763718867056
DM_h2_e,0.0,0.0
DM_h2o_e,16.57437743741649,552.3960787881335
DM_h2o2_e,0.0,0.0
DM_h2s_e,0.0,4.708376302342786
DM_hacolipa_e,0.0,0.0
DM_halipa_e,0.0,0.0
DM_hdca_e,0.0,0.0
DM_hdcea_e,0.0,0.0
DM_hg2_e,0.0,0.0
DM_his-L_e,0.0,1.9671007864157082
DM_hom-L_e,0.0,3.2654867903376874
DM_hxa_e,0.0,1.8076801875083417
DM_hxan_e,0.0,2.35594629071052
DM_idon-L_e,0.0,2.6639497500104214
DM_ile-L_e,0.0,1.8919832990785839
DM_imp_e,0.0,0.0
DM_indole_e,0.0,1.3497345400054193
DM_inost_e,0.0,0.0
DM_ins_e,0.0,1.3071702000065732
DM_isetac_e,0.0,0.0
DM_k_e,-0.13458551396717638,-0.092845
